HITId;HITTypeId;Title;Description;Keywords;Reward;CreationTime;MaxAssignments;RequesterAnnotation;AssignmentDurationInSeconds;AutoApprovalDelayInSeconds;Expiration;NumberOfSimilarHITs;LifetimeInSeconds;AssignmentId;WorkerId;AssignmentStatus;AcceptTime;SubmitTime;AutoApprovalTime;ApprovalTime;RejectionTime;RequesterFeedback;WorkTimeInSeconds;LifetimeApprovalRate;Last30DaysApprovalRate;Last7DaysApprovalRate;Input.image_url;Answer.category.label;Approve;Reject
30Z7M1Q8UZ8O4ZP68Y29ZGGW1SB8AZ;3LWRTF7M42NQNY32VPVVZ2PGCHLDKA;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.05;Fri Jul 12 14:24:53 PDT 2019;5;"BatchId:3703740;OriginalHitTemplateId:928390873;";300;172800;Tue Jul 16 14:24:53 PDT 2019;;;3MB8LZR5BHHSI3G54GT4MJ0OW6JKLO;A20PV3RB3I0W8S;Submitted;Fri Jul 12 16:51:31 PDT 2019;Fri Jul 12 16:51:41 PDT 2019;Sun Jul 14 16:51:41 PDT 2019;;;;10;100% (21/21);100% (21/21);100% (21/21);https://i.imgur.com/L0j6g5I.jpg;Unpacking Table;1;
30Z7M1Q8UZ8O4ZP68Y29ZGGW1SB8AZ;3LWRTF7M42NQNY32VPVVZ2PGCHLDKA;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.05;Fri Jul 12 14:24:53 PDT 2019;5;"BatchId:3703740;OriginalHitTemplateId:928390873;";300;172800;Tue Jul 16 14:24:53 PDT 2019;;;3NVC2EB65SN6M4FX2PQVZ5LIU0NY37;A1NF6PELRKACS9;Submitted;Fri Jul 12 19:08:13 PDT 2019;Fri Jul 12 19:08:26 PDT 2019;Sun Jul 14 19:08:26 PDT 2019;;;;13;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/L0j6g5I.jpg;Unpacking Table;1;
30Z7M1Q8UZ8O4ZP68Y29ZGGW1SB8AZ;3LWRTF7M42NQNY32VPVVZ2PGCHLDKA;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.05;Fri Jul 12 14:24:53 PDT 2019;5;"BatchId:3703740;OriginalHitTemplateId:928390873;";300;172800;Tue Jul 16 14:24:53 PDT 2019;;;3QILPRALQ7JYB2HP74CG96VM6088NC;A2ESBX4C2Q6TQY;Submitted;Fri Jul 12 15:09:30 PDT 2019;Fri Jul 12 15:09:35 PDT 2019;Sun Jul 14 15:09:35 PDT 2019;;;;5;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/L0j6g5I.jpg;Unpacking Table;1;
30Z7M1Q8UZ8O4ZP68Y29ZGGW1SB8AZ;3LWRTF7M42NQNY32VPVVZ2PGCHLDKA;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.05;Fri Jul 12 14:24:53 PDT 2019;5;"BatchId:3703740;OriginalHitTemplateId:928390873;";300;172800;Tue Jul 16 14:24:53 PDT 2019;;;3SUWZRL0M017DILOLQCZZ55MMD3E6T;A1Y3VYHOYKZ1D7;Submitted;Fri Jul 12 14:49:26 PDT 2019;Fri Jul 12 14:49:37 PDT 2019;Sun Jul 14 14:49:37 PDT 2019;;;;11;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/L0j6g5I.jpg;Unpacking Table;1;
30Z7M1Q8UZ8O4ZP68Y29ZGGW1SB8AZ;3LWRTF7M42NQNY32VPVVZ2PGCHLDKA;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.05;Fri Jul 12 14:24:53 PDT 2019;5;"BatchId:3703740;OriginalHitTemplateId:928390873;";300;172800;Tue Jul 16 14:24:53 PDT 2019;;;3Y4W8Q93L18N02MPQ39N5F303VJDVI;A2HM35CWB7IIFM;Submitted;Fri Jul 12 16:29:56 PDT 2019;Fri Jul 12 16:30:00 PDT 2019;Sun Jul 14 16:30:00 PDT 2019;;;;4;100% (57/57);100% (57/57);100% (57/57);https://i.imgur.com/L0j6g5I.jpg;Unpacking Table;1;
33P2GD6NROGN9NZLNT9467CR9NVKH5;3LWRTF7M42NQNY32VPVVZ2PGCHLDKA;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.05;Fri Jul 12 14:24:53 PDT 2019;5;"BatchId:3703740;OriginalHitTemplateId:928390873;";300;172800;Tue Jul 16 14:24:53 PDT 2019;;;33UKMF931B8F4ZEX7Y9N91X19XOTT0;A194R45ACMQEOR;Submitted;Fri Jul 12 20:01:12 PDT 2019;Fri Jul 12 20:01:20 PDT 2019;Sun Jul 14 20:01:20 PDT 2019;;;;8;100% (13/13);100% (13/13);100% (13/13);https://i.imgur.com/7NFG8xv.jpg;2x2 Matrix;1;
33P2GD6NROGN9NZLNT9467CR9NVKH5;3LWRTF7M42NQNY32VPVVZ2PGCHLDKA;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.05;Fri Jul 12 14:24:53 PDT 2019;5;"BatchId:3703740;OriginalHitTemplateId:928390873;";300;172800;Tue Jul 16 14:24:53 PDT 2019;;;3570Y55XZR77GGRLX4XFIZARY3OYG7;A2ESBX4C2Q6TQY;Submitted;Fri Jul 12 15:09:15 PDT 2019;Fri Jul 12 15:09:19 PDT 2019;Sun Jul 14 15:09:19 PDT 2019;;;;4;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/7NFG8xv.jpg;2x2 Matrix;1;
33P2GD6NROGN9NZLNT9467CR9NVKH5;3LWRTF7M42NQNY32VPVVZ2PGCHLDKA;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.05;Fri Jul 12 14:24:53 PDT 2019;5;"BatchId:3703740;OriginalHitTemplateId:928390873;";300;172800;Tue Jul 16 14:24:53 PDT 2019;;;3NGI5ARFTVTG3N9HOYGTYLD9S9S1P6;A1Y3VYHOYKZ1D7;Submitted;Fri Jul 12 14:52:00 PDT 2019;Fri Jul 12 14:52:05 PDT 2019;Sun Jul 14 14:52:05 PDT 2019;;;;5;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/7NFG8xv.jpg;2x2 Matrix;1;
33P2GD6NROGN9NZLNT9467CR9NVKH5;3LWRTF7M42NQNY32VPVVZ2PGCHLDKA;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.05;Fri Jul 12 14:24:53 PDT 2019;5;"BatchId:3703740;OriginalHitTemplateId:928390873;";300;172800;Tue Jul 16 14:24:53 PDT 2019;;;3UNH76FOCUT78QN787VAV4UOUR4YMN;A1NF6PELRKACS9;Submitted;Fri Jul 12 19:09:26 PDT 2019;Fri Jul 12 19:09:59 PDT 2019;Sun Jul 14 19:09:59 PDT 2019;;;;33;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/7NFG8xv.jpg;2x2 Matrix;1;
33P2GD6NROGN9NZLNT9467CR9NVKH5;3LWRTF7M42NQNY32VPVVZ2PGCHLDKA;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.05;Fri Jul 12 14:24:53 PDT 2019;5;"BatchId:3703740;OriginalHitTemplateId:928390873;";300;172800;Tue Jul 16 14:24:53 PDT 2019;;;3ZQIG0FLQG4M98MG7YEDX3SLABPVW9;A2HM35CWB7IIFM;Submitted;Fri Jul 12 16:32:22 PDT 2019;Fri Jul 12 16:32:25 PDT 2019;Sun Jul 14 16:32:25 PDT 2019;;;;3;100% (57/57);100% (57/57);100% (57/57);https://i.imgur.com/7NFG8xv.jpg;2x2 Matrix;1;
