HITId;HITTypeId;Title;Description;Keywords;Reward;CreationTime;MaxAssignments;RequesterAnnotation;AssignmentDurationInSeconds;AutoApprovalDelayInSeconds;Expiration;NumberOfSimilarHITs;LifetimeInSeconds;AssignmentId;WorkerId;AssignmentStatus;AcceptTime;SubmitTime;AutoApprovalTime;ApprovalTime;RejectionTime;RequesterFeedback;WorkTimeInSeconds;LifetimeApprovalRate;Last30DaysApprovalRate;Last7DaysApprovalRate;Input.image_url;Answer.category.label;Approve;Reject
31ODACBENV3YAZBWBS5067V2H0ZSQD;3OQLHYCQDLFF7CBOUE4YJPXB4K3DF5;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.01;Wed Jul 10 18:40:21 PDT 2019;5;"BatchId:3701706;OriginalHitTemplateId:928390873;";300;172800;Sun Jul 14 18:40:21 PDT 2019;;;34MAJL3QP6BQOX1DDI2OJGHBZIQ34V;A1TGSY9RHU4ZWY;Submitted;Wed Jul 10 18:44:34 PDT 2019;Wed Jul 10 18:45:09 PDT 2019;Fri Jul 12 18:45:09 PDT 2019;;;;35;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/N0pf70Y.jpg;2x2 Matrix;1;
31ODACBENV3YAZBWBS5067V2H0ZSQD;3OQLHYCQDLFF7CBOUE4YJPXB4K3DF5;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.01;Wed Jul 10 18:40:21 PDT 2019;5;"BatchId:3701706;OriginalHitTemplateId:928390873;";300;172800;Sun Jul 14 18:40:21 PDT 2019;;;3DY4FPOOA3CH1C5U8447A4K4IG2RVY;A1HNR6OIRFCEHS;Submitted;Wed Jul 10 18:43:50 PDT 2019;Wed Jul 10 18:44:00 PDT 2019;Fri Jul 12 18:44:00 PDT 2019;;;;10;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/N0pf70Y.jpg;2x2 Matrix;1;
31ODACBENV3YAZBWBS5067V2H0ZSQD;3OQLHYCQDLFF7CBOUE4YJPXB4K3DF5;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.01;Wed Jul 10 18:40:21 PDT 2019;5;"BatchId:3701706;OriginalHitTemplateId:928390873;";300;172800;Sun Jul 14 18:40:21 PDT 2019;;;3FTF2T8WLT6OC19D4X9H5L3OJ3Z9W4;AKLKDS34ZAGML;Submitted;Wed Jul 10 18:44:49 PDT 2019;Wed Jul 10 18:44:56 PDT 2019;Fri Jul 12 18:44:56 PDT 2019;;;;7;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/N0pf70Y.jpg;2x2 Matrix;1;
31ODACBENV3YAZBWBS5067V2H0ZSQD;3OQLHYCQDLFF7CBOUE4YJPXB4K3DF5;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.01;Wed Jul 10 18:40:21 PDT 2019;5;"BatchId:3701706;OriginalHitTemplateId:928390873;";300;172800;Sun Jul 14 18:40:21 PDT 2019;;;3TVRFO09GM3Y23FC3Z8TCD8QSZLLX5;A9U083CH5ATKH;Submitted;Wed Jul 10 18:43:23 PDT 2019;Wed Jul 10 18:43:33 PDT 2019;Fri Jul 12 18:43:33 PDT 2019;;;;10;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/N0pf70Y.jpg;2x2 Matrix;1;
31ODACBENV3YAZBWBS5067V2H0ZSQD;3OQLHYCQDLFF7CBOUE4YJPXB4K3DF5;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.01;Wed Jul 10 18:40:21 PDT 2019;5;"BatchId:3701706;OriginalHitTemplateId:928390873;";300;172800;Sun Jul 14 18:40:21 PDT 2019;;;3ZV9H2YQQFV2XZKXNO87E802JBR3WJ;A2F5NCG5YURL0U;Submitted;Wed Jul 10 18:51:17 PDT 2019;Wed Jul 10 18:51:22 PDT 2019;Fri Jul 12 18:51:22 PDT 2019;;;;5;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/N0pf70Y.jpg;None of the Above;;1
33J5JKFMK7MUQIQHLD4ZYZNQPK0Q3J;3OQLHYCQDLFF7CBOUE4YJPXB4K3DF5;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.01;Wed Jul 10 18:40:21 PDT 2019;5;"BatchId:3701706;OriginalHitTemplateId:928390873;";300;172800;Sun Jul 14 18:40:21 PDT 2019;;;33LK57MYLVTABBAHOQTFLK2WSTSSZO;A1TGSY9RHU4ZWY;Submitted;Wed Jul 10 18:45:28 PDT 2019;Wed Jul 10 18:46:40 PDT 2019;Fri Jul 12 18:46:40 PDT 2019;;;;72;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/kFXZnQg.jpg;None of the Above;1;
33J5JKFMK7MUQIQHLD4ZYZNQPK0Q3J;3OQLHYCQDLFF7CBOUE4YJPXB4K3DF5;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.01;Wed Jul 10 18:40:21 PDT 2019;5;"BatchId:3701706;OriginalHitTemplateId:928390873;";300;172800;Sun Jul 14 18:40:21 PDT 2019;;;3B3WTRP3DDQ20LB6QDKAHENZFW529G;A2PYZDFLMB8RN6;Submitted;Wed Jul 10 18:47:32 PDT 2019;Wed Jul 10 18:47:36 PDT 2019;Fri Jul 12 18:47:36 PDT 2019;;;;4;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/kFXZnQg.jpg;None of the Above;1;
33J5JKFMK7MUQIQHLD4ZYZNQPK0Q3J;3OQLHYCQDLFF7CBOUE4YJPXB4K3DF5;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.01;Wed Jul 10 18:40:21 PDT 2019;5;"BatchId:3701706;OriginalHitTemplateId:928390873;";300;172800;Sun Jul 14 18:40:21 PDT 2019;;;3DY4FPOOA3CH1C5U8447A4K4IG6RV2;A3NBD6P0INJB4G;Submitted;Wed Jul 10 18:54:57 PDT 2019;Wed Jul 10 18:55:05 PDT 2019;Fri Jul 12 18:55:05 PDT 2019;;;;8;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/kFXZnQg.jpg;None of the Above;1;
33J5JKFMK7MUQIQHLD4ZYZNQPK0Q3J;3OQLHYCQDLFF7CBOUE4YJPXB4K3DF5;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.01;Wed Jul 10 18:40:21 PDT 2019;5;"BatchId:3701706;OriginalHitTemplateId:928390873;";300;172800;Sun Jul 14 18:40:21 PDT 2019;;;3MH9DQ757Y0QZ77GN30QFE4E20IUGG;AKLKDS34ZAGML;Submitted;Wed Jul 10 18:44:08 PDT 2019;Wed Jul 10 18:44:13 PDT 2019;Fri Jul 12 18:44:13 PDT 2019;;;;5;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/kFXZnQg.jpg;None of the Above;1;
33J5JKFMK7MUQIQHLD4ZYZNQPK0Q3J;3OQLHYCQDLFF7CBOUE4YJPXB4K3DF5;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.01;Wed Jul 10 18:40:21 PDT 2019;5;"BatchId:3701706;OriginalHitTemplateId:928390873;";300;172800;Sun Jul 14 18:40:21 PDT 2019;;;3R08VXYT7EJKYILKP0BXRPCIODAW7E;A1HNR6OIRFCEHS;Submitted;Wed Jul 10 18:43:06 PDT 2019;Wed Jul 10 18:43:16 PDT 2019;Fri Jul 12 18:43:16 PDT 2019;;;;10;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/kFXZnQg.jpg;None of the Above;1;
