HITId;HITTypeId;Title;Description;Keywords;Reward;CreationTime;MaxAssignments;RequesterAnnotation;AssignmentDurationInSeconds;AutoApprovalDelayInSeconds;Expiration;NumberOfSimilarHITs;LifetimeInSeconds;AssignmentId;WorkerId;AssignmentStatus;AcceptTime;SubmitTime;AutoApprovalTime;ApprovalTime;RejectionTime;RequesterFeedback;WorkTimeInSeconds;LifetimeApprovalRate;Last30DaysApprovalRate;Last7DaysApprovalRate;Input.image_url;Answer.category.label;Approve;Reject
3V7ICJJAZB4S487W29CSDFKXHKVB4D;3LC6UUY7PS0I9SXS3898VPUQS7NDDU;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.01;Wed Jul 10 18:35:08 PDT 2019;5;"BatchId:3701700;OriginalHitTemplateId:928390873;";300;172800;Sun Jul 14 18:35:08 PDT 2019;;;354P56DE9MRRR14B5V1WU09XI0T7SP;A5S0L9FD7CDFH;Submitted;Wed Jul 10 19:44:22 PDT 2019;Wed Jul 10 19:44:41 PDT 2019;Fri Jul 12 19:44:41 PDT 2019;;;;19;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/N0pf70Y.jpg;2x2 Matrix;1;
3V7ICJJAZB4S487W29CSDFKXHKVB4D;3LC6UUY7PS0I9SXS3898VPUQS7NDDU;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.01;Wed Jul 10 18:35:08 PDT 2019;5;"BatchId:3701700;OriginalHitTemplateId:928390873;";300;172800;Sun Jul 14 18:35:08 PDT 2019;;;3AWETUDC94GLHX7LJEZ1HIW9JVYZIB;A30DEG9REA9V2N;Submitted;Wed Jul 10 19:16:18 PDT 2019;Wed Jul 10 19:16:30 PDT 2019;Fri Jul 12 19:16:30 PDT 2019;;;;12;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/N0pf70Y.jpg;2x2 Matrix;1;
3V7ICJJAZB4S487W29CSDFKXHKVB4D;3LC6UUY7PS0I9SXS3898VPUQS7NDDU;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.01;Wed Jul 10 18:35:08 PDT 2019;5;"BatchId:3701700;OriginalHitTemplateId:928390873;";300;172800;Sun Jul 14 18:35:08 PDT 2019;;;3BF51CHDTXYOJHQB924OB7S81B00HR;A1NKHIMK571G2T;Submitted;Wed Jul 10 19:14:27 PDT 2019;Wed Jul 10 19:14:33 PDT 2019;Fri Jul 12 19:14:33 PDT 2019;;;;6;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/N0pf70Y.jpg;2x2 Matrix;1;
3V7ICJJAZB4S487W29CSDFKXHKVB4D;3LC6UUY7PS0I9SXS3898VPUQS7NDDU;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.01;Wed Jul 10 18:35:08 PDT 2019;5;"BatchId:3701700;OriginalHitTemplateId:928390873;";300;172800;Sun Jul 14 18:35:08 PDT 2019;;;3N2BF7Y2VSILMVXIY7RM94ZL4EYMHL;A1GD792L269IYY;Submitted;Wed Jul 10 19:02:07 PDT 2019;Wed Jul 10 19:02:20 PDT 2019;Fri Jul 12 19:02:20 PDT 2019;;;;13;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/N0pf70Y.jpg;2x2 Matrix;1;
3V7ICJJAZB4S487W29CSDFKXHKVB4D;3LC6UUY7PS0I9SXS3898VPUQS7NDDU;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.01;Wed Jul 10 18:35:08 PDT 2019;5;"BatchId:3701700;OriginalHitTemplateId:928390873;";300;172800;Sun Jul 14 18:35:08 PDT 2019;;;3OE22WJIGKCHCW1UQZ529S8G8N0UQK;ATVXOSY7UUMAA;Submitted;Wed Jul 10 19:16:50 PDT 2019;Wed Jul 10 19:16:57 PDT 2019;Fri Jul 12 19:16:57 PDT 2019;;;;7;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/N0pf70Y.jpg;2x2 Matrix;1;
3HYV4299H1KRUC6IO34VVZ6NM348EH;3LC6UUY7PS0I9SXS3898VPUQS7NDDU;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.01;Wed Jul 10 18:35:08 PDT 2019;5;"BatchId:3701700;OriginalHitTemplateId:928390873;";300;172800;Sun Jul 14 18:35:08 PDT 2019;;;3CCZ6YKWR97UZIUT8WM8FLQBZ6395V;A1NKHIMK571G2T;Submitted;Wed Jul 10 19:14:33 PDT 2019;Wed Jul 10 19:14:40 PDT 2019;Fri Jul 12 19:14:40 PDT 2019;;;;7;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/kFXZnQg.jpg;None of the Above;1;
3HYV4299H1KRUC6IO34VVZ6NM348EH;3LC6UUY7PS0I9SXS3898VPUQS7NDDU;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.01;Wed Jul 10 18:35:08 PDT 2019;5;"BatchId:3701700;OriginalHitTemplateId:928390873;";300;172800;Sun Jul 14 18:35:08 PDT 2019;;;3SEPORI8WPN6BFON7Q7O0K8Q6NUAZJ;A30DEG9REA9V2N;Submitted;Wed Jul 10 19:18:41 PDT 2019;Wed Jul 10 19:18:51 PDT 2019;Fri Jul 12 19:18:51 PDT 2019;;;;10;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/kFXZnQg.jpg;None of the Above;1;
3HYV4299H1KRUC6IO34VVZ6NM348EH;3LC6UUY7PS0I9SXS3898VPUQS7NDDU;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.01;Wed Jul 10 18:35:08 PDT 2019;5;"BatchId:3701700;OriginalHitTemplateId:928390873;";300;172800;Sun Jul 14 18:35:08 PDT 2019;;;3VP0C6EFSIK5P6D12O0ICDAVV0RM6T;A5S0L9FD7CDFH;Submitted;Wed Jul 10 19:43:49 PDT 2019;Wed Jul 10 19:44:21 PDT 2019;Fri Jul 12 19:44:21 PDT 2019;;;;32;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/kFXZnQg.jpg;None of the Above;1;
3HYV4299H1KRUC6IO34VVZ6NM348EH;3LC6UUY7PS0I9SXS3898VPUQS7NDDU;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.01;Wed Jul 10 18:35:08 PDT 2019;5;"BatchId:3701700;OriginalHitTemplateId:928390873;";300;172800;Sun Jul 14 18:35:08 PDT 2019;;;3WMOAN2SRDLWMED2FXNQ1KFUHJJVNK;A1GD792L269IYY;Submitted;Wed Jul 10 19:06:02 PDT 2019;Wed Jul 10 19:06:08 PDT 2019;Fri Jul 12 19:06:08 PDT 2019;;;;6;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/kFXZnQg.jpg;None of the Above;1;
3HYV4299H1KRUC6IO34VVZ6NM348EH;3LC6UUY7PS0I9SXS3898VPUQS7NDDU;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.01;Wed Jul 10 18:35:08 PDT 2019;5;"BatchId:3701700;OriginalHitTemplateId:928390873;";300;172800;Sun Jul 14 18:35:08 PDT 2019;;;3ZAK8W07I62TO3WV91BNUMHYVJ2U0M;ATVXOSY7UUMAA;Submitted;Wed Jul 10 19:16:19 PDT 2019;Wed Jul 10 19:16:27 PDT 2019;Fri Jul 12 19:16:27 PDT 2019;;;;8;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/kFXZnQg.jpg;None of the Above;1;
