HITId;HITTypeId;Title;Description;Keywords;Reward;CreationTime;MaxAssignments;RequesterAnnotation;AssignmentDurationInSeconds;AutoApprovalDelayInSeconds;Expiration;NumberOfSimilarHITs;LifetimeInSeconds;AssignmentId;WorkerId;AssignmentStatus;AcceptTime;SubmitTime;AutoApprovalTime;ApprovalTime;RejectionTime;RequesterFeedback;WorkTimeInSeconds;LifetimeApprovalRate;Last30DaysApprovalRate;Last7DaysApprovalRate;Input.image_url;Answer.category.label;Approve;Reject
35NNO802AWKODOV8QOJ5YBUA3PBINL;3CZ46AGKHPCCHJUU6AMRP9TJ5ZLOMJ;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.01;Wed Jul 10 06:33:27 PDT 2019;5;"BatchId:3700797;OriginalHitTemplateId:928390873;";300;172800;Sun Jul 14 06:33:27 PDT 2019;;;37XITHEISYXL23ZUHN92KCWFX2YRCX;A15AC48EPUVZIK;Submitted;Wed Jul 10 06:33:58 PDT 2019;Wed Jul 10 06:34:03 PDT 2019;Fri Jul 12 06:34:03 PDT 2019;;;;5;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/N0pf70Y.jpg;Unpacking Table;;1
35NNO802AWKODOV8QOJ5YBUA3PBINL;3CZ46AGKHPCCHJUU6AMRP9TJ5ZLOMJ;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.01;Wed Jul 10 06:33:27 PDT 2019;5;"BatchId:3700797;OriginalHitTemplateId:928390873;";300;172800;Sun Jul 14 06:33:27 PDT 2019;;;3BEFOD78W8HRAJ9NJ073FFQHZ2IM4R;A9PT8NLPGDTOQ;Submitted;Wed Jul 10 06:33:43 PDT 2019;Wed Jul 10 06:34:04 PDT 2019;Fri Jul 12 06:34:04 PDT 2019;;;;21;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/N0pf70Y.jpg;2x2 Matrix;1;
35NNO802AWKODOV8QOJ5YBUA3PBINL;3CZ46AGKHPCCHJUU6AMRP9TJ5ZLOMJ;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.01;Wed Jul 10 06:33:27 PDT 2019;5;"BatchId:3700797;OriginalHitTemplateId:928390873;";300;172800;Sun Jul 14 06:33:27 PDT 2019;;;3CTOC39K39EYSYLLI1SI2ZIAMAD7JS;A8DQAXC9T2GQL;Submitted;Wed Jul 10 06:34:15 PDT 2019;Wed Jul 10 06:34:30 PDT 2019;Fri Jul 12 06:34:30 PDT 2019;;;;15;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/N0pf70Y.jpg;2x2 Matrix;1;
35NNO802AWKODOV8QOJ5YBUA3PBINL;3CZ46AGKHPCCHJUU6AMRP9TJ5ZLOMJ;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.01;Wed Jul 10 06:33:27 PDT 2019;5;"BatchId:3700797;OriginalHitTemplateId:928390873;";300;172800;Sun Jul 14 06:33:27 PDT 2019;;;3ERET4BTVOXXH1FWFJQEHA9TWP1K9G;A3HWIDZ2MRAKTX;Submitted;Wed Jul 10 06:33:53 PDT 2019;Wed Jul 10 06:34:12 PDT 2019;Fri Jul 12 06:34:12 PDT 2019;;;;19;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/N0pf70Y.jpg;2x2 Matrix;1;
35NNO802AWKODOV8QOJ5YBUA3PBINL;3CZ46AGKHPCCHJUU6AMRP9TJ5ZLOMJ;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.01;Wed Jul 10 06:33:27 PDT 2019;5;"BatchId:3700797;OriginalHitTemplateId:928390873;";300;172800;Sun Jul 14 06:33:27 PDT 2019;;;3R2PKQ87NYWLIQ824P979G004KJMI6;A3P0PVCXPLAWME;Submitted;Wed Jul 10 06:34:05 PDT 2019;Wed Jul 10 06:34:16 PDT 2019;Fri Jul 12 06:34:16 PDT 2019;;;;11;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/N0pf70Y.jpg;2x2 Matrix;1;
3N3WJQXELTEUE3ELP8IYY3J49YEL2B;3CZ46AGKHPCCHJUU6AMRP9TJ5ZLOMJ;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.01;Wed Jul 10 06:34:12 PDT 2019;5;"BatchId:3700798;OriginalHitTemplateId:928390873;";300;172800;Sun Jul 14 06:34:12 PDT 2019;;;308Q0PEVBA16B6P8FG524UUG4LCI93;A8DQAXC9T2GQL;Submitted;Wed Jul 10 06:34:36 PDT 2019;Wed Jul 10 06:34:56 PDT 2019;Fri Jul 12 06:34:56 PDT 2019;;;;20;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/kFXZnQg.jpg;None of the Above;1;
3N3WJQXELTEUE3ELP8IYY3J49YEL2B;3CZ46AGKHPCCHJUU6AMRP9TJ5ZLOMJ;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.01;Wed Jul 10 06:34:12 PDT 2019;5;"BatchId:3700798;OriginalHitTemplateId:928390873;";300;172800;Sun Jul 14 06:34:12 PDT 2019;;;39LNWE0K4WK4VYDBDR0T0QHUH6MUI6;A9PT8NLPGDTOQ;Submitted;Wed Jul 10 06:34:24 PDT 2019;Wed Jul 10 06:34:34 PDT 2019;Fri Jul 12 06:34:34 PDT 2019;;;;10;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/kFXZnQg.jpg;None of the Above;1;
3N3WJQXELTEUE3ELP8IYY3J49YEL2B;3CZ46AGKHPCCHJUU6AMRP9TJ5ZLOMJ;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.01;Wed Jul 10 06:34:12 PDT 2019;5;"BatchId:3700798;OriginalHitTemplateId:928390873;";300;172800;Sun Jul 14 06:34:12 PDT 2019;;;3EQHHY4HQUG9ESH1M2SI72CY3C25G8;A36UNYMDBED99W;Submitted;Wed Jul 10 06:35:28 PDT 2019;Wed Jul 10 06:36:24 PDT 2019;Fri Jul 12 06:36:24 PDT 2019;;;;56;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/kFXZnQg.jpg;None of the Above;1;
3N3WJQXELTEUE3ELP8IYY3J49YEL2B;3CZ46AGKHPCCHJUU6AMRP9TJ5ZLOMJ;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.01;Wed Jul 10 06:34:12 PDT 2019;5;"BatchId:3700798;OriginalHitTemplateId:928390873;";300;172800;Sun Jul 14 06:34:12 PDT 2019;;;3MRNMEIQW7UK4XAVCZ7HI65YCALLD1;A2C8QIT0DJRCHN;Submitted;Wed Jul 10 06:35:16 PDT 2019;Wed Jul 10 06:37:39 PDT 2019;Fri Jul 12 06:37:39 PDT 2019;;;;143;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/kFXZnQg.jpg;2x2 Matrix;;1
3N3WJQXELTEUE3ELP8IYY3J49YEL2B;3CZ46AGKHPCCHJUU6AMRP9TJ5ZLOMJ;Pick one out of three categories;Categorize the given image based on the provided examples.;categorize, image, classification, classify;$0.01;Wed Jul 10 06:34:12 PDT 2019;5;"BatchId:3700798;OriginalHitTemplateId:928390873;";300;172800;Sun Jul 14 06:34:12 PDT 2019;;;3NC5L260MQAP82ROGXIZYNCDJS6FON;A3HWIDZ2MRAKTX;Submitted;Wed Jul 10 06:34:28 PDT 2019;Wed Jul 10 06:35:00 PDT 2019;Fri Jul 12 06:35:00 PDT 2019;;;;32;0% (0/0);0% (0/0);0% (0/0);https://i.imgur.com/kFXZnQg.jpg;None of the Above;1;
